,approve,company_fullname,company_size,education,finance_phase,industry_field,industry_lables,job_advantagelist,job_experience,job_id,job_lables,job_name,job_status,city,company_shortname,salary,job_type,release_time,skill_lables,work_place,job_description
33,1,上海壹佰米网络科技有限公司,2000人以上,本科,B轮,O2O,Null,"学习型团队,自由开放弹性工作 扁平管理 股票期权 带薪年假 ",3-5年,5858880,数据分析 增长黑客 BI ,数据分析师,全职,上海,叮咚买菜,15k-30k,产品|需求|项目类-数据分析-业务运营,2019/4/23 19:33,数据分析 增长黑客 BI ,"
上海 -
                    浦东新区 -
                    张江
                                            - 碧波路690号张江微电子港9号楼302室
                                                            查看地图
","
职责描述：
1、深入理解公司业务，对相关的业务数据收集整理，搭建业务数据体系，结合业务对各种数据进行深度分析和挖掘；
2、紧密配合产品、运营部门，建立产品和运营的数据模型体系，利用数据指导运营决策。
3、负责公司数据平台需求分析和产品规划，推动报表系统和BI系统建设； 
4、基于业务分析，设计支持运营决策的数据运营工具；
5、负责数据项目实施过程中的跨部门沟通、协调和组织，确保项目的落地实施； 
任职要求：
1、统计、数学、计算机相关专业统招本科及以上学历，三年及以上数据分析或数据运营工作经验；
2、具有良好的数据敏感性和优秀的逻辑分析、概括、总结能力，能够从大量数据中挖掘出有价值的信息和规律；
3、熟悉数据库原理，熟悉mysql、mongodb等数据库，熟练运用SQL、EXCEL等工具。
4、具有一定的编程能力，熟练使用shell/python语言。
5、具备良好的沟通能力和团队精神，较强的学习能力，责任心强，能承担一定的工作压力。 
6、有用户画像、自动化运营、BI平台的相关项目经验者优先。
"
34,1,广州趣丸网络科技有限公司,150-500人,本科,不需要融资,游戏,社交 移动互联网 数据分析 ,双休、包三餐、互联网、非996技能培训 带薪年假 年度旅游 扁平管理 ,不限,5856547,社交 移动互联网 数据分析 ,数据分析师,全职,广州,趣丸,10k-20k,产品|需求|项目类-数据分析-数据分析,2019/4/23 18:06,数据分析 ,"
广州 -
                    天河区 -
                    珠江新城
                                            - 黄埔大道西122号星辉中心17楼
                                                            查看地图
","
岗位职责:
1、根据公司战略需求，深入相关产品的数据挖掘与创新应用探索，建立各类分析模型及专项分析，逐步构建公司的数据分析模型体系； 2、对新领域、新趋势进行分析，结合战略发展需求，对业务现状及未来发展提供数据支持及解读； 3、针对运营管理过程中的各类数据和方案评估进行数据和分析支持 任职资格:
1、1年以上数据管理分析工作经验，统计学、数学、信息技术、市场营销等相关专业优先； 2、具有良好的逻辑思维能力、模型设计能力及钻研精神，学习能力强、好奇心强，对数据敏感度高； 3、细致、认真，有较好的工作责任感及有良好的沟通能力，抗压力强；
4、熟悉使用各类办公软件，尤其是Excel、统计软件、数据分析软件。
"
35,1,北京金山软件有限公司,2000人以上,不限,上市公司,移动互联网,Null,免费三餐，数据分析年底双薪 节日礼物 技能培训 绩效奖金 ,不限,5858185,数据挖掘 数据架构 MySQL 数据分析 ,数据分析师,全职,珠海,金山办公软件,15k-30k,开发|测试|运维类-数据开发-数据分析,2019/4/23 17:35,数据挖掘 数据架构 MySQL 数据分析 ,"
珠海 -
                    香洲区
                                            - 前岛环路321号金山软件园 5号楼
                                                            查看地图
","
工作职责：
-负责日常运营、业务数据等分析
-针对产品需求做深入的数据分析报告，分析用户行为特征，为产品优化提供策略建议
-通过对数据的深度分析，规划、开发运营分析指标体系，为运营决策等方面提供数据支持和参考 
职位要求：
-两年以上相关行业工作经验 
-统计学、数学、计算机等相关专业本科以上学历 
-具有优秀的数据分析能力，能快速理解业务，并设计相应的数据模型 
-熟练使用office办公软件，至少熟悉一种数据分析软件（sas、R、clementine），独立完成数据分析报告 
- 有用户行为分析、用户运营、产品分析等分析经验的优先 
-熟练掌握SQL，熟悉常用数据统计和分析方法 
-有数据挖掘和建模经验的优先 
"
36,1,百度在线网络技术（北京）有限公司,2000人以上,本科,不需要融资,"移动互联网,数据服务",Null,福利待遇好、公司规模大股票期权 弹性工作 五险一金 免费班车 ,3-5年,5852553,SQL 数据库 数据分析 SPSS ,数据分析师,全职,北京,百度,20k-40k,产品|需求|项目类-数据分析-数据分析,2019/4/22 17:38,SQL 数据库 数据分析 SPSS ,"
北京 -
                    海淀区 -
                    西北旺
                                            - 百度科技园
                                                            查看地图
","
岗位职责：
1、通过对数据的敏锐洞察以及定性和定量分析，迅速定位内部问题或发现机会
2、负责大商业（凤巢&Feed&品牌&展示广告）日常数据分析及监控，针对异常情况协调资源进行跟踪和深入分析
3、能根据实际业务完成较深入的专项数据分析，并形成数据分析报告
4、负责大商业数据分析体系建设和完善，挖掘流量、产品、策略方面的商业变现机会，驱动大商业业务发展
 任职要求：
1、统计学、数学、经济学等相关专业，扎实的机器学习或数据挖掘理论和技术基础，具有相关领域较深入的技术应用的经验和能力
2、三年以上数据分析经验，至少熟练使用R、SQL、SAS、MATLAB、PYTHON中的一种，熟练掌握SQL，熟悉常用数据统计和分析方法
3、良好的沟通能力、团队合作精神、工作规划能力和主动意识
4、良好的逻辑思维能力、业务解读能力和快速学习能力，能够独立领导完整的数据分析项目
5、对数字比较敏感，热爱数据分析工作
"
37,1,拼途（北京）信息技术有限公司,150-500人,本科,D轮及以上,"移动互联网,O2O",大数据 数据挖掘 数据分析 ,"数据监测,数据分析绩效奖金 年底双薪 交通补助 管理规范 ",1-3年,4391610,大数据 数据挖掘 数据分析 ,数据分析师（智能出行方向）,全职,北京,嘀嗒出行,15k-25k,开发|测试|运维类-数据开发-数据分析,2019/4/22 10:23,数据挖掘 数据分析 ,"
北京 -
                    朝阳区
                                            - 创远路36号院朝来科技园14号楼5层
                                                            查看地图
","
数据分析师（智能出行方向）岗位职责：  •  对出行运营的关键数据进行监控和分析  •  基于数据提出运营策略，为产品和运营提供决策支持  •  对不同策略做灰度测试，并监控和分析对比数据，针对数据分析结论提出有指导意义的分析建议  •  系统化监控指标，配合技术与产品经理完善数据产品职位要求：  •  对数据敏感，较强的逻辑分析能力和文字表达能力；  •  可运用图表有效表达数据分析报告，使分析结果一目了然  •  掌握R、SPSS、SAS、Python的优先；  •  熟悉数据挖掘的思路与常用数据挖掘算法  •  善于沟通，有责任心，学习能力强，能够承担一定的工作压力；  •  数学、统计学、计算机相关专业或工作背景优先  •  热爱出行行业，相信通过技术可以提升城市交通效率
"
38,1,广州希音供应链管理有限公司,2000人以上,本科,C轮,电子商务、移动互联网,Null,五险一金，绩效奖金，年终奖，节日福利,1-3年,5853381,跨境电商 数据分析 ,数据分析师 (MJ000443),全职,南京,SHEIN,6k-8k,运营|编辑|客服类-运营-数据运营,2019/4/22 22:12,跨境电商 数据分析 ,"
南京 -
                    雨花台区 -
                    安德门
                                            - 软件大道170-1天溯科技园5号楼7 8 9 10 12 15层
                                                            查看地图
","
岗位职责：
1、了解业务体系，为业务部门提供各维度数据分析支持；
2、针对业务部门提出的各维度数据问题，进行数据获取，整理和分析，得出合理的结论，并以报告的形式呈现；
3、深入发掘运营业务中的异常数据，主动分析并提供结论，推进业务部门调整及优化；
4、处理领导交代的其他工作。

任职要求：
1、本科及以上学历，数学，统计，电商或相关专业优先；
2、熟悉电商、零售、快消、快时尚行业运营工作；
3、一年以上数据分析工作经验，独立完成过商业数据分析项目；
4、熟练使用一种及以上专业数据分析工具，熟练使用GA者优先；
5、有责任心、主动性强，有良好的沟通能力和团队合作精神；
6、大学英语四级以上，熟练使用OFFICE等办公软件。
"
39,1,北京纯粹旅行有限公司,150-500人,本科,C轮,"移动互联网,旅游",移动互联网 旅游 数据分析 数据处理 ,五险一金 晋升空间 绩效奖金 ~带薪年假 绩效奖金 岗位晋升 年度旅游 ,5-10年,5851039,移动互联网 旅游 数据分析 数据处理 ,数据分析师,全职,北京,皇包车,25k-35k,开发|测试|运维类-数据开发-数据分析,2019/4/22 15:14,数据分析 数据处理 ,"
北京 -
                    朝阳区 -
                    双井
                                            - 百子湾路31-8号皇包车大院
                                                            查看地图
","
职位描述：

通过数据探索和分析，寻找产品、市场及算法策略等方面的潜在提升方向，并通过实验进行验证，将结果转化为业务决策。
构建并不断深化业务指标体系，形成可视化数据仪表盘并进行监测，并且快速定位指标波动原因，并且给出修复和改进建议。
结合业务搭建数据工具以及分析框架，并且推广相应的分析流程和规范，为业务方进行数据赋能。
在深刻理解业务的前提下，参与酒店相关业务模型搭建，并提供具体问题解决方案，通过数据挖掘和建模，驱动业务增长。
能够识别出具有重要商业价值的项目，并且能够跨部门地推动项目的开展、执行和落地。

任职资格:

5年及以上互联网数据分析相关经验，拥有出色的数据分析、结构化思维、归纳与沟通能力。
具有良好的逻辑思维能力、判断力和分析能力，能够基于对业务的深入理解，从数据中探查和解决问题 。
在数据分析、预测、优化方向有实际案列，对数据敏感，喜欢并善于从数据中发现规律。
具备数据分析和统计能力，能够根据分析结果为业务部门提供建议和帮助以及带领研发人员，进行数据分析系统的设计和开发工作。
良好的沟通能力和业务学习能力，能够使用数据分析方法解答业务问题。
在统计、数学、计算机、机器学习、运筹优化相关领域拥有硕士或博士学位优先。

"
40,1,广东精点数据科技股份有限公司,150-500人,本科,不需要融资,"移动互联网,数据服务",Null,"周末双休,五险一金,年终奖,年度调薪带薪年假 绩效奖金 大数据 数据分析 ",1-3年,5491219,SQL 数据分析 数据库 ,数据分析师（珠海）,全职,珠海,精点数据,5k-7k,产品|需求|项目类-数据分析-数据分析,2019/4/22 10:02,SQL 数据分析 数据库 ,"
珠海 -
                    香洲区
                                            - 石花西路通信中心
                                                            查看地图
","
岗位职责：
1.协助珠海移动分公司现场代维提数项目数据分析工作；
2.与客户沟通数据需求，根据需求方所提供的的工单，明确具体口径，从数据集市提取相对应的数据，解决广东移动各分公司各部门的数据需求问题，为广东移动各分公司及各服务商提供数据支持；
3.主要使用SQL代码脚本语言和基础的Oracle命令语句，在对应的系统上提取相关的数据，同时具备较高的逻辑思维和较好的记忆力。

岗位要求：
1.本科及以上学历，计算机、电子通讯、数学、统计学等相关专业，一年及以上工作经验；
2.具备大型数据库理论知识，并能熟练掌握使用Oracle、SQL、Mysql、DB2、Teredata等其中之一种数据库，能独立编写SQL语言；
3.有移动业务经营分析经验者、从事过数据分析工作经验、或有电信行业大型项目经验者最佳；
4.对电信行业有一定了解，志愿在【珠海】长期发展，珠海本地人最佳；
5.具备较好的团队协作能力及沟通能力；
6.有一定数据分析经验的18年优秀毕业生亦可考虑。

职位诱惑：
1.享有国家法定节假日，享有带薪年假、带薪病假；
2.节日慰问：重大节日礼品、员工活动等；
3.朝九晚六、周末双休；
4.五险一金、年终奖、年度调薪。

上班地址：珠海市香洲区石花西路通信中心
上班时间：周一至周五9:00-18:00（12:00-14:00吃饭休息）
"
41,1,北京北大软件工程股份有限公司,500-2000人,本科,未融资,"移动互联网,电子商务",大数据 ,北大；五险一金；积累经验；平台大节日礼物 带薪年假 绩效奖金 年度旅游 ,1-3年,5469579,大数据 ,大数据分析师,全职,北京,北大软件,15k-30k,开发|测试|运维类-数据开发-数据分析,2019/4/22 17:54,Null,"
北京 -
                    海淀区 -
                    北京大学
                                            - 北四环西路中关村国际创新大厦11层
                                                            查看地图
","
工作地点 : 北京  工作性质 : 全职   招聘人数 : 3人   
工作职责：1. 大数据产品的研发，基于分布式数据存储和计算平台进行领域大数据工具的研发，包括主题统计分析工具、关联分析工具和相关可视化工具等；2. 支持大数据产品和工具在公司领域项目中的落地；
任职要求：
1.统计学等专业、研究生学历者优先考虑
2. 熟练掌握至少一种下列编程语言：Java、Scala、Python；3. 熟悉主流的算法和数据结构，可应用成熟算法进行高性能软件的开发；4. 熟悉Hadoop、Elasticsarch、Neo4j等开源产品；5. 学习能力强，良好的团队合作能力；6. 有大规模批量数据处理经验者优先；
"
42,1,深圳市帕拉丁资本管理有限公司,150-500人,硕士,不需要融资,金融,Null,"大平台,内部资源,空间大,提成高",1-3年,5830934,数据分析 算法 数据挖掘 数据仓库 ,大数据分析师,全职,佛山,帕拉丁资产管理,15k-25k,开发|测试|运维类-数据开发-数据分析,2019/4/19 16:53,数据分析 算法 数据挖掘 数据仓库 ,"
佛山 -
                    顺德区
                                            - 广州番禺交界处
                                                            查看地图
","
【岗位职责】:

1.  根据业务场景分析数据和统计建模来解决问题，如客户分析、精准营销、产品追踪和测量、及风险识别等专题的现状分析和未来趋势预测；
2.  协助总监收集与整合内外部数据，并对数据进行快速清理与分析;
3.  将数据分析结果有效地使用多种可视化形式表达和汇报，如不同类型图表；
4.  通过机器学习，数据挖掘等方法对房地产金融大数据进行分析与挖掘；
5.  与外部机构合作数据实验室，辅助推进模型的上线、验证、投产、监测、优化等工作。
 
【岗位要求】：

1.   全日制硕士及以上学历，统计、数学、计量经济、金融、计算机等相关专业；
2.   优秀的数学、统计和数据建模功底；熟悉各种量化研究方法，如样本设计和建立方法，信效度检验等，以保证数据的可信度、适用性和准确度；
3.   精通SAS/R/SQL/STATA/SPSS等常用统计软件, 熟悉MySQL、Oracle、Hadoop等数据库；能使用一至两种高级统计建模研究方法，如HLM/HGLM, SEM/Hierarchical SEM, Path Analysis/Hierarchical Path Analysis, EFA/CFA等；
4.   优先考虑具有银行、房地产、互联网金融、市场营销等领域数据挖掘和模型开发经验；
5.   优秀的沟通协调能力和团队合作意识，为人诚实正直、严谨细心，良好的抗压能力和高度责任心。

工作地点：佛山顺德（广州番禺交界处）
"
43,1,上海业霆网络科技有限公司,500-2000人,本科,C轮,"移动互联网,教育",Null,发展空间大专项奖金 股票期权 弹性工作 年度旅游 ,3-5年,4874270,BI 数据分析 SQL 数据库 ,数据分析师,全职,上海,小站教育,15k-30k,产品|需求|项目类-数据分析-BI,2019/4/18 13:58,BI 数据分析 SQL 数据库 ,"
上海 -
                    静安区
                                            - 延平路121号三和大厦3楼
                                                            查看地图
","
技能要求：
1、 熟悉linux环境，会shell使用;
2、精通SQL，熟练进行数据清洗、分析，并能完成分析报告;
3、掌握常见统计算法及使用场景;
4、能快速理解业务，发觉业务细节和数据之间的联系;
5、有数据建模、数据报表等相关经验尤佳;
6、工作积极主动，责任心强，有较强的学习能力和探索精神;
7、有教育行业背景的优先考虑

岗位职责：
1、完善公司用户画像建设。
2、定期完成市场、销售、运营等专题业务分析,并输出分析报告;
3、深入理解业务，通过数据分析报告和分析模型等成果影响和改变业务方,推动业务部门的数据驱动运营;
"
44,1,美的集团电子商务有限公司,2000人以上,本科,上市公司,电子商务,大数据 企业服务 数据分析 ,不打卡 团队年轻 领导nice扁平管理 团队颜值高 不打卡 年度旅游 ,1-3年,5701244,大数据 企业服务 数据分析 ,数据分析师,全职,佛山,美的电商,10k-20k,产品|需求|项目类-数据分析-数据分析,2019/4/20 20:37,数据分析 ,"
佛山 -
                    顺德区
                                            - 佛山市顺德区北滘镇美的全球创新中心
                                                            查看地图
","
工作职责：
1、数据挖掘：结合阿里、京东等提供的人群挖掘平台完成目标人群建模及精准人群包输出，并根据应用结果不断调优模型；
2、数据分析：基于对业务需求的充分理解，设计数据分析和洞察方案，洞察数据分布规律、变化趋势、关联关系等设计数据分析模型并输出数据分析和策略建议报告；
3、数据产品需求：结合应用需求，整理输出数据产品功能需求。
任职要求：
1、本科及以上学历，数学、数据挖掘、统计学、广告，市场营销等相关专业优先；
2、2年以上数据分析、挖掘等相关工作经验，能独立完成数据清洗、数据分析、数据可视化的全过程，有独立制作过敏捷BI或仪表盘的更佳；熟悉数据挖掘模型的特征工程、模型调参、模型评估、落地优化的全过程，熟悉随机森林、GBDT、逻辑回归、SVM等模型的更佳；
3、熟练掌握任一种分析工具，例SPSS、SAS、R语言、MatLab；
4、对电商业务、数字广告有一定了解，熟悉广告投放，有阿里数据银行、数据工厂、策略中心相关ISV工作经验更佳。
"
45,1,广东精点数据科技股份有限公司,150-500人,本科,不需要融资,"移动互联网,数据服务",Null,"周末双休,五险一金,年终奖,带薪年假带薪年假 绩效奖金 大数据 数据分析 ",1-3年,5549263,数据仓库 数据分析 MySQL ,数据分析师（BI/仓库）,全职,广州,精点数据,8k-12k,开发|测试|运维类-数据开发-数据分析,2019/4/22 10:01,数据仓库 数据分析 MySQL ,"
广州 -
                    天河区 -
                    天河城
                                            - 体育东路108号创展中心西座西门6楼604
                                                            查看地图
","
岗位内容：
1.负责业务数据调研、需求理解、数据采集方案设计及实现；
2.负责数据仓库业务梳理、原型设计及ETL开发工作；
3.负责移动电信互联网行业方向的数据治理、数据仓库建设、BI前端展现的项目实施工作；
4.不定期与业务方沟通，理解业务方的数据需求，提供面向业务的报表、数据提取、数据库开发等数据服务；
5.整理移动电信互联网行业BI解决方案，并带领项目团队进行项目的实施交付；
6.负责大数据项目数据落地的技术支持工作。

岗位要求：
1.两年移动电信互联网行业BI/数据仓库建设经验；
2.SQL技能娴熟，熟悉数据标准管理、数据治理、元数据管理、数据质量管理；
3.熟悉数据集市、数据仓库等各类模型建模理论，对数据仓库建模有实际操作经验；
4.精通至少一种主流关系型数据库，Oracle、SQL Server、PostgreSQL、Mysql等;
5.熟悉移动电信互联网行业业务，有移动电信行业业务经验优先；有过电网工作经验者最佳。

职位诱惑：
1.周末双休（朝九晚六，7H/天）；
2.五险一金；
3.重大节日礼品、团建活动等；
4.带薪年假、带薪病假、年度调薪、年终奖等。

上班地址：广州市天河区体育东路108号创展中心西座西门6楼604  
上班时间：周一至周五  9:00-18:00（12:00-14:00吃饭休息）
"
46,1,美的集团电子商务有限公司,2000人以上,本科,上市公司,电子商务,大数据 企业服务 BI 数据分析 ,不打卡 团队年轻 领导nice扁平管理 团队颜值高 不打卡 年度旅游 ,1-3年,5701233,大数据 企业服务 BI 数据分析 ,数据分析师,全职,深圳,美的电商,10k-20k,产品|需求|项目类-数据分析-数据分析,2019/4/20 20:37,BI 数据分析 ,"
深圳 -
                    南山区
                                            - 学府路95号（后海大道和滨海大道的交界口）怡化金融大厦
                                                            查看地图
","
工作职责：
1、数据挖掘：结合阿里、京东等提供的人群挖掘平台完成目标人群建模及精准人群包输出，并根据应用结果不断调优模型；
2、数据分析：基于对业务需求的充分理解，设计数据分析和洞察方案，洞察数据分布规律、变化趋势、关联关系等设计数据分析模型并输出数据分析和策略建议报告；
3、数据产品需求：结合应用需求，整理输出数据产品功能需求。
任职要求：
1、本科及以上学历，数学、数据挖掘、统计学、广告，市场营销等相关专业优先；
2、2年以上数据分析、挖掘等相关工作经验，能独立完成数据清洗、数据分析、数据可视化的全过程，有独立制作过敏捷BI或仪表盘的更佳；熟悉数据挖掘模型的特征工程、模型调参、模型评估、落地优化的全过程，熟悉随机森林、GBDT、逻辑回归、SVM等模型的更佳；
3、熟练掌握任一种分析工具，例SPSS、SAS、R语言、MatLab；
4、对电商业务、数字广告有一定了解，熟悉广告投放，有阿里数据银行、数据工厂、策略中心相关ISV工作经验更佳。
"
47,1,深圳市丰巢科技有限公司,500-2000人,本科,A轮,"移动互联网,O2O",物流 移动互联网 数据分析 数据处理 数据挖掘 ,扁平化管理 大平台 薪酬福利好五险一金 通讯津贴 交通补助 带薪年假 ,5-10年,5848694,物流 移动互联网 数据分析 数据处理 数据挖掘 ,数据分析-武汉,全职,武汉,深圳市丰巢科技有限公司,15k-30k,开发|测试|运维类-数据开发-数据分析,2019/4/23 20:23,数据分析 数据处理 数据挖掘 ,"
武汉 -
                    东湖新技术开发区
                                            - 未来科技城
                                                            查看地图
","
岗位职责：
1、灵活使用数据统计和可视化工具，对收集到的数据和变化趋势，进行多维度分析和全方位解读；
2、编写高质量的数据分析报告，为管理层决策和渠道运营，提供高质量的数据支持；
3、通过数据监控，快速精准的发现问题，并通过深入分析和主动沟通，探索根源和解决方案；
4、逐渐积累可供公司内所有业务和产品使用的数据模型，建立完整数据仓库体系；
5、主动开展专题性的数据研究，探索业务的增长机会。
岗位要求：
1、应用数学、统计学、金融学等相关专业，硕士及以上学历；
2、良好的产品Sense和商业敏感度，有3年以上电商、物流、零售等数据分析经验；
3、精通SQL，有一定的Python或者R编程能力，或能使用SAS或SPSS，有海量数据分析和挖掘经验者优先；
4、对数据敏感，有强烈的数据驱动意识，以创新的分析方法剖析复杂的商业问题；
5、具有高质量的分析报告撰写，有较强的沟通表达、项目管理及组织协调能力。
"
48,1,北京三快在线科技有限公司,2000人以上,本科,上市公司,"移动互联网,O2O",数据 ,发展空间大技能培训 绩效奖金 岗位晋升 领导好 ,3-5年,5862070,数据 ,【外卖】产品运营-数据分析方向,全职,北京,美团点评,15k-30k,运营|编辑|客服类-运营-其他运营,2019/4/24 14:29,Null,"
北京 -
                    朝阳区
                                            - 望京东路4号院科创大厦A座
                                                            查看地图
","
        岗位职责：
1、负责美团外卖的日常渠道数据统计，为推广运营提供日常数据支持；
2、负责美团外卖的渠道数据分析，定期完成日、周、月、季报等数据报告工作；
3、负责产品数据分析与数据挖掘的分析体系的构建；
4、负责用户调研、及用户行为分析等数据商业价值挖掘工作；
5、负责数据统计平台的维护、优化、升级。

任职要求：
1、本科（含）以上学历，统计学、应用数学相关专业优先考虑；
2、两年以上互联网数据分析经验（移动互联网优先）；
3、具备一定的文档能力，能够独立完成数据分析报告的撰写；
4、具有一定的数据挖掘、数据建模能力，能够熟练使用统计工具软件者优先。
        "
49,1,思享时代（北京）科技有限公司,150-500人,本科,不需要融资,"移动互联网,社交网络",Null,MySQL 数据挖掘 统计国内外旅行 水果下午茶 8天带薪假期 免费自助晚餐 ,3-5年,5858937,数据分析 ,数据分析工程师,全职,北京,思享时代（北京）科技有限公司,8k-15k,产品|需求|项目类-数据分析-数据分析,2019/4/24 20:30,数据分析 ,"
北京 -
                    朝阳区 -
                    安贞
                                            - 胜古南里甲34号三层
                                                            查看地图
","
工作内容：
1、  协助统筹管理任务序列及优先级，汇总整理数据分析所需必要信息；
2、  基于数据分析，对核心部门（优先级为产品运营最高）的决策评估和支撑，并提出策略建议；
3、  基于数据分析，发现深度数据异常，并挖掘发现潜在问题，提出修复、解决方案，并跟进落实；
4、  通过挖掘、分析数据，建立具备解释力和预测价值的模型；
5、  利用数据分析挖掘，不断发现用户行为偏好，特征，对新老用户行为分析，定位关键阈值；
6、  基于数据分析需要，针对性提出必要的数据集市调整优化或创新需求；
7、  对新的分析方法，明确思路后，交由数据规划固化；
8、  合理应用预测类算法，关联推广部门需要，将实验室数据结果商业化。
任职资格：
1、  全日制统招大学本科以上学历，数学、统计、计算机、运筹学等相关专业；
2、  数据分析方面相关培训；
3、  2年及以上软件类数据分析经验，有数据分析、产品运营、产品经理经历优先；
4、  具有数据分析和数据仓库建模的项目实践经验；
5、  熟悉移动app、互联网，了解常见推广方式。
6、  熟练掌握多种统计和挖掘方法，至少熟练使用一种数据分析软件：SPSS、SAS、python、R、Excel等；
7、  熟练使用数据库，MySQL、Oracle、Hadoop等，熟悉MongoDB更优；
8、  较强的数据敏感度，逻辑分析能力和简单文档写作能力，擅长跨部门沟通，与业务、研发思路顺畅沟通；
9、  有责任心，良好的沟通能力和心理承受能力，勇于接受挑战；
10、         具有机器学习、信息检索、统计学、数学等相关工作经历者优先；
11、         逻辑思维严谨，责任心强，保密意识强，较有耐心，专注，反应迅速。
"
50,1,上海合合信息科技发展有限公司,150-500人,本科,C轮,移动互联网,大数据 移动互联网 ,五险一金 扁平化管理团队建设 技能培训 节日礼物 年底分红 ,1-3年,5864576,大数据 移动互联网 ,数据分析工程师,全职,上海,名片全能王,10k-15k,产品|需求|项目类-数据分析-BI,2019/4/24 19:00,Null,"
上海 -
                    静安区
                                            - 万荣路1268号 市北高新云立方A座11楼
                                                            查看地图
","
        工作职责:
1、日常数据监控，包括但不限于报表、推送、报告等
2、随产品版本跟进埋点、测试数据等
3、跨部门合作，梳理维护数据源，建立适用于产品的数据分析框架
4、通过数据验证业务发展方向，优化现有工作流程

任职资格:
1、熟练掌握SQL
2、熟练使用BI工具（tableau、finereport等）
3、熟悉大数据组件（kafka、spark、hive、zepplin等），有一定编程能力
4、熟悉业务埋点方式、后台&API采集数据方式
5、熟悉互联网产品常用的数据分析方法论（aarrr、a/btest等），具有结构化思维
6、对市场营销、广告投放有一定认识
7、较强的人际沟通能力&工作规划能力

"
51,1,北京巅峰同道科技有限公司,50-150人,本科,B轮,金融、移动互联网,移动互联网 社交 数据分析 数据库 ,"扁平管理,季度奖金,多次调薪,团队年轻绩效奖金 弹性工作 领导好 技能培训 ",3-5年,5862796,移动互联网 社交 数据分析 数据库 ,数据分析工程师,全职,北京,巅峰同道,15k-30k,产品|需求|项目类-数据分析-数据分析,2019/4/24 15:35,数据分析 数据库 ,"
北京 -
                    朝阳区
                                            - 望京北路9号叶青大厦A7
                                                            查看地图
","
工作职责：
1、理解业务需求并进行日常数据分析以及报表输出，协助提出业务策略或优化建议；
2、完善数据体系，承担部分数据运维工作，优化数据分析平台；
3、负责数据的分析、挖掘，从海量的数据中找出有价值信息以支持各项决策；
4、了解行业趋势，在业务需求指导下，通过数据分析对产品进行评估和改进，提升产品体验或商业产品能力。

任职要求：
1、具有较强的编程实现能力和快速学习能力，良好的沟通能力；
2、熟悉 SQL 查询语言，熟悉 SPSS、SAS 主流统计分析软件或pandas/numpy 等类似数据处理工具；
3、熟悉 Hadoop、Mahout、MapReduce 等技术；
4、有丰富数据可视化经验；
5、具有较好的数据分析、抽象理解能力，有敏锐的数据洞察力和结构化思维能力。
"
52,1,同程网络科技股份有限公司,2000人以上,本科,上市公司,"旅游,电子商务",Null,"核心业务,培训完善,优秀团队绩效奖金 股票期权 年底双薪 五险一金 ",3-5年,5864090,数据分析 ,数据分析工程师,全职,北京,同程艺龙,12k-24k,产品|需求|项目类-数据分析-数据分析,2019/4/24 17:36,数据分析 ,"
北京 -
                    朝阳区 -
                    酒仙桥
                                            - 酒仙桥北路10号院电子城IT产业园C1B
                                                            查看地图
","
岗位职责：
1、生意数据日控分析与KPI监控
2、棱镜看板工具效率提升
3、用户画像和用户行为分析
4、数据推进业务落地执行采购策略优化与线上产品运营方案
5、行业数据及竞对数据监控分析
任职要求：
1、全日制本科及以上学历。具有2年以上OTA平台数据类工作背景； 
2、优秀的沟通表达能力，执行力强，良好的职业素养； 
3、可独立主动开展工作，并能承受较大的工作压力； 
4、优秀的逻辑推理能力和数据分析能力，对于行业有自己的认知； 
5、熟练掌握多种数据分析法及工具
6、商务英语听说读写良好，熟练offcie办公软件。
"
53,1,成都格斗科技有限公司,50-150人,本科,不需要融资,游戏,游戏 移动互联网 数据分析 效果跟踪 ,薪酬福利丰厚/广阔的成长空间/弹性工作制全额加班费 奖金丰厚 氛围超好 国外旅游 ,3-5年,5851943,游戏 移动互联网 数据分析 效果跟踪 ,游戏运营-数据分析方向,兼职,成都,91Act,10k-20k,运营|编辑|客服类-运营-数据运营,2019/4/22 16:38,数据分析 效果跟踪 ,"
成都 -
                    高新区
                                            - 通威国际中心
                                                            查看地图
","
职位描述：
知道为什么要做数据分析，知道数据分析前需要做哪些事情，知道做了数据分析后需要再做哪些事情。

岗位要求：
1、自驱力强！逻辑思维能力强！数据敏感度高；
2、了解数据库的基础知识，Excel能够精湛使用；
3、自驱力强！执行力强！沟通能力强；
4、对自己游戏以及竞品需要深入了解。
"
